URL,Label
http://serverfault.com/questions/682832/squid-transparent-https-certificate-error-ssl-error-bad-cert-domain,safe
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D,safe
https://medium.com/human-parts/the-laziest-coming-out-story-you-ve-ever-heard-a9f877acdd14?source=has-recommended,safe
https://hollywoodlife.com/2015/05/14/new-york-rangers-beat-washington-capitals-overtime-game-7-fan-reaction/,safe
https://paytm.com/blog/vijay-shekahr-sharma-on-building-finance-infrastructure-for-smes/?share=email,safe
https://twitter.com/share?text=%D0%A4%D0%BE%D1%82%D0%BE%D0%BF%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%D0%BA%D0%B0+%D0%B7%D0%B0+29.04.2015&url=http%3A%2F%2Ffishki.net%2Fphoto%2F1517170-fotopodborka-za-29042015.h,safe
https://ifttt.com/recipes/156570-if-i-mark-a-video-as-watch-later-send-the-link-to-pushbullet,safe
https://medium.com/@djpizzo/such-an-amazing-film-the-shots-of-kurt-as-an-innocent-little-kid-are-completely-heartbreaking-in-d6d5fbda23e8?source=latest,safe
https://www.gov.uk/government/publications/how-national-and-official-statistics-are-assured,safe
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E5%B7%A8%E4%B9%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FXUDDbh8TIofG7VSI+%E3%83%9E%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%B3,safe
https://paytm.com/blog/win-tickets-for-new-movie-bhopal-aprayerforrain/?share=email,safe
https://privatbank.ua/ua/business/universalnyje-reshenija/buhgalteria-online/gtm.start,safe
https://variety.com/2015/film/news/hugh-jackman-and-rooney-mara-to-star-in-me-and-earl-the-dying-girl-directors-next-movie-exclusive-1201494972/,safe
https://www.gov.uk/government/organisations/committee-on-radioactive-waste-management,safe
https://500px.com/photo/23303881/tignes-communication-campaign-2010-the-whip-by-tristan-shu?from=set&set_id=492385,safe
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2F5BEl03Sbd8deqTyI+%E6%B8%8B%E8%B0%B7%E3%82%8A%E3%81%AA,safe
https://500px.com/photo/54002776/notre-dame-paris-by-dragox-photo-?from=set&set_id=1074128,safe
https://500px.com/photo/9569639/flo-bastien-360-over-par-avalanche-by-tristan-shu?from=set&set_id=316271,safe
https://hollywoodlife.com/2015/05/11/wango-tango-fifth-harmony-beauty-makeup-2015-concert/,safe
https://getpocket.com/signup?mode=socialmode&t=1&route=http://getpocket.com/p/pocket-topics/sports,safe
https://getpocket.com/l?ep=3&t=1&route=http%3A%2F%2Fgetpocket.com%2Fp%2Fpocket-topics%2Ffilm,safe
https://www.gov.uk/government/organisations/department-for-communities-and-local-government,safe
https://medium.com/@thepva/this-actually-gives-me-insight-into-myself-i-would-never-consider-myself-an-artist-or-architect-721f9d2ca042?source=has-recommended,safe
https://serverfault.com/questions/512828/virtual-interface-gets-static-ip-actual-interface-doesnt,safe
https://wordpress.org/showcase/wp-content/plugins/wp-postratings/postratings-js.js?ver=1.50,safe
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FOy25qDsstQnUl3x0+devil+vegetation+teacher+4+%23ero+%2,safe
https://quizlet.com/sign-up?redir=https%3A%2F%2Fquizlet.com%2Fsign-up%3Fredir%3Dhttps%253A%252F%252Fquizlet.com%252Fcreate-set%252Fnew,safe
https://prezi.com/cpwyp44vgckw/prezi-is-growing/?auth_key=3f6ec2e9cfd554f1d23b718b1462307266561a05,safe
https://soundcloud.com/jamaicandancehall/gyptian-feat-nicki-minaj-hold-yuh-remix-fme-humbless-21st,safe
https://eksisozluk.com/eksi-sozluk-dertlesecek-insan-veritabani--3188805?focusto=51305140,safe
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FVl93yd4t27PAvNaW+%E6%80%A7%E3%81%AE%E8%99%9C%E3%81%AB,safe
https://twitter.com/share?url=http%3A%2F%2Fhubpages.com%2Fhub%2Fbetter-looking-characters&text=How+to+Create+Beautiful+Characters+in+Skyrim,safe
https://hollywoodlife.com/2015/05/11/blac-chyna-birthday-cyring-tyga-kylie-jenner-relationship/,safe
