url,domain,url_length,Shortining_Service,having_ip_address,subdomain_count,subdomain_ratio,path_depth,path_length,query_length,param_count,query_param_amp_count,digit_letter_ratio,entropy,total_special_char,special_char_ratio,risky_tld,tld_length,numeric_tld,has_suspicious_ext,suspicious_word_count,url_upper_ratio,url_encoded_ratio,repeated_char_count,path_token_count,query_token_count,has_whois,domain_age_days,domain_age_bin,label
http://216.180.117.147:34290/Mozi.m,216.180.117.147:34290,35,0,1,2,0.09523809523809523,1,7,0,0,0,1.8888888888888888,4.090296503327815,4,0.11428571428571428,0,9,1,0,0,0.02857142857142857,0.0,3,1,0,1,,0,malicious
http://www.beriva.lt/index.html?di=aksesuarai&tipas=Ventiliai,www.beriva.lt,61,0,0,1,0.07692307692307693,1,11,29,2,2,0.0,4.311163771669915,7,0.11475409836065574,0,2,0,0,0,0.01639344262295082,0.0,3,1,2,1,5139.0,3,malicious
http://62.171.183.29/bins/arm5,62.171.183.29,30,0,1,2,0.15384615384615385,2,10,0,0,0,1.0,4.1898980954642875,3,0.1,0,2,1,0,0,0.0,0.0,2,2,0,1,4947.0,3,malicious
dipity.com/timetube/YouTube_Videos_matching_query_saira_mohan/,dipity.com,62,0,0,0,0.0,3,52,0,0,0,0.0,4.349616577235842,6,0.0967741935483871,0,3,0,0,0,0.04838709677419355,0.0,0,2,0,1,7046.0,3,safe
https://twitter.com/share?url=http%3A%2F%2Fhubpages.com%2Fhub%2FWW1-Battles-Gallipoli-Campaign-April-25th-1915-January-9th-1916&text=WW1+Battles+-+Gallipoli+Campaign+April+25th%2C+1915-January+9th%2C+,twitter.com,200,0,0,0,0.0,1,6,174,2,2,0.19852941176470587,4.959251386200023,33,0.165,0,3,0,0,0,0.105,0.035,10,1,2,0,,0,safe
joelfrancis.com/2009/11/18/morris-day/,joelfrancis.com,38,0,0,0,0.0,5,23,0,0,0,0.34782608695652173,4.251235329734975,2,0.05263157894736842,0,3,0,0,0,0.0,0.0,3,4,0,1,7000.0,3,safe
cafm.mn/french/wp-content/uploads/2012/09/google/webscr.htm,cafm.mn,59,0,0,0,0.0,7,52,0,0,0,0.13953488372093023,4.439231872095228,3,0.05084745762711865,0,2,0,0,0,0.0,0.0,1,7,0,1,,0,safe
http://www.bluebelluk.com/FACEBOOK/1e6370fc990575c97447a0189737488cccb0989662211f61edae2e26d58ea92f/index/07c387e805d2ec381524727152b28c14/,www.bluebelluk.com,139,0,0,1,0.05555555555555555,5,114,0,0,0,1.1864406779661016,4.778812707633073,2,0.014388489208633094,0,3,0,0,0,0.05755395683453238,0.0,12,4,0,1,5127.0,3,malicious
ca.ratemyteachers.com/college-jean-de-brebeuf/36667-s,ca.ratemyteachers.com,53,0,0,1,0.047619047619047616,2,32,0,0,0,0.125,4.255484605180034,6,0.11320754716981132,0,3,0,0,0,0.0,0.0,2,2,0,1,8916.0,3,safe
'www.wzae.com.cn/js/?https:\%2F\%2Fus.battle.net\%2Flogin\%2Fen\%2Fref=http:\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex','www.wzae.com.cn,119,0,0,2,0.125,2,4,98,1,1,0.1506849315068493,4.5297885727996885,19,0.15966386554621848,0,2,0,0,1,0.08403361344537816,0.08403361344537816,5,1,1,1,227.0,2,safe
http://www.latarnik.eu/index.php?option=com_content&view=article&id=19&Itemid=42,www.latarnik.eu,80,0,0,1,0.06666666666666667,1,10,47,4,4,0.06666666666666667,4.580675283060515,12,0.15,0,2,0,0,0,0.0125,0.0,3,1,4,1,,0,malicious
https://prezi.com/_ii8vy8p0-fq/analytics-trends-for-2015-how-can-tmt-companies-capitalize/,prezi.com,90,0,0,0,0.0,3,73,0,0,0,0.10606060606060606,4.562066814621324,11,0.12222222222222222,0,3,0,0,0,0.0,0.0,3,2,0,0,,0,safe
metalgear.wikia.com/wiki/Cam_Clarke,metalgear.wikia.com,35,0,0,1,0.05263157894736842,2,16,0,0,0,0.0,3.8185886460613316,3,0.08571428571428572,0,3,0,0,0,0.05714285714285714,0.0,0,2,0,0,,0,safe
youtube.com/watch?v=tUnTvqINXU0,youtube.com,31,0,0,0,0.0,1,6,13,1,1,0.038461538461538464,4.47823219741386,3,0.0967741935483871,0,3,0,0,0,0.1935483870967742,0.0,0,1,1,0,,0,safe
http://jeticdesigns.asia/wp-includes/js/tinymce/plugins/hr/content/update/webmail.php?userid=jsmith@imaphost.com,jeticdesigns.asia,112,1,0,0,0.0,8,61,26,1,1,0.0,4.3955997141215315,7,0.0625,0,4,0,0,1,0.0,0.0,2,8,1,1,6375.0,3,malicious
caladventures.com/Rout66.htm,caladventures.com,28,0,0,0,0.0,1,11,0,0,0,0.08695652173913043,4.066108939837481,2,0.07142857142857142,0,3,0,0,0,0.03571428571428571,0.0,1,1,0,1,10373.0,3,safe
athleticnetwork.net/printable.php?pageID=37,athleticnetwork.net,43,0,0,0,0.0,1,14,9,1,1,0.05555555555555555,4.246519267418364,4,0.09302325581395349,0,3,0,0,0,0.046511627906976744,0.0,0,1,1,1,8503.0,3,safe
boston.com/sports/soccer/articles/2011/01/24/portland_timbers_prep_for_1st_mls_season/,boston.com,86,0,0,0,0.0,8,76,0,0,0,0.14516129032258066,4.164410034992547,7,0.08139534883720931,0,3,0,0,0,0.0,0.0,2,7,0,1,11041.0,3,safe
http://www.dragoesdeaco.com.br/index.php?option=com_content&view=article&id=491:poiu,www.dragoesdeaco.com.br,84,0,0,2,0.08695652173913043,1,10,43,3,3,0.046153846153846156,4.573648899320328,11,0.13095238095238096,0,2,0,0,0,0.0,0.0,3,1,3,1,974.0,3,malicious
cib.unab.cl/xm/www.euronosefi.c/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e575e0268b9f50cfcce5f8728b7319042675e0268b9f50cfcce5f8728b73190426,cib.unab.cl,221,0,0,1,0.09090909090909091,5,53,156,2,2,0.7652173913043478,4.905821009429891,12,0.05429864253393665,0,2,0,0,1,0.0,0.0,7,5,2,0,,0,safe
http://www.hjlaw.biz/index.php?option=com_content&view=article&id=50&Itemid=64,www.hjlaw.biz,78,0,0,1,0.07692307692307693,1,10,47,4,4,0.06896551724137931,4.63089484872557,12,0.15384615384615385,0,3,0,0,0,0.01282051282051282,0.0,3,1,4,1,7421.0,3,malicious
frillr.com/?q=content/stephanie-seymour-reunites-billionaire-husband-peter-brant,frillr.com,80,0,0,0,0.0,1,1,68,1,1,0.0,4.248535670648675,9,0.1125,0,3,0,0,0,0.0,0.0,2,0,1,1,6927.0,3,safe
http://youxi.baidu.com/tdyx/index/?from=inv_tj_4,youxi.baidu.com,48,0,0,1,0.06666666666666667,3,12,13,1,1,0.02857142857142857,4.462581188618506,6,0.125,0,3,0,0,0,0.0,0.0,2,2,1,1,9473.0,3,malicious
docstoc.com/docs/58481874/Moss-Information,docstoc.com,42,0,0,0,0.0,3,31,0,0,0,0.27586206896551724,4.078954102332804,2,0.047619047619047616,0,3,0,0,0,0.047619047619047616,0.0,1,3,0,1,6879.0,3,safe
zoominfo.com/people/Thornton_Yvonne_7172348.aspx,zoominfo.com,48,0,0,0,0.0,2,36,0,0,0,0.2,4.4366413449135775,4,0.08333333333333333,0,3,0,0,0,0.041666666666666664,0.0,2,2,0,1,8007.0,3,safe
www.uncp.edu/rc/,www.uncp.edu,16,0,0,1,0.08333333333333333,2,4,0,0,0,0.0,3.202819531114783,2,0.125,0,3,0,0,0,0.0,0.0,1,1,0,0,,0,malicious
themexp.org/preview.php?mid=180915&type=wp&view=downloads&page=&cat=&name=mistic+lake.zip&proddesc=Wallpaper&catdesc=Scenery&namedesc=mistic%20lake,themexp.org,147,0,0,0,0.0,1,12,123,9,9,0.06956521739130435,4.659235610234041,23,0.1564625850340136,0,3,0,0,0,0.013605442176870748,0.006802721088435374,2,1,9,1,8723.0,3,safe
mylife.com/franmull,mylife.com,19,0,0,0,0.0,1,9,0,0,0,0.0,3.6421498816369042,1,0.05263157894736842,0,3,0,0,0,0.0,0.0,1,1,0,0,,0,safe
https://mitsui-jyuku.mixh.jp/uploads/684ODNO38B.exe,mitsui-jyuku.mixh.jp,51,0,0,1,0.05,2,23,0,0,0,0.13513513513513514,4.618024606465273,4,0.0784313725490196,0,2,0,1,0,0.09803921568627451,0.0,2,2,0,1,2608.0,3,malicious
http://www.rentmedia.com.ua/nashi-raboty/category/14-herbalife.html,www.rentmedia.com.ua,67,0,0,2,0.1,3,40,0,0,0,0.03773584905660377,4.4353670864849155,6,0.08955223880597014,0,2,0,0,0,0.0,0.0,3,3,0,0,,0,malicious
wikitree.com/genealogy/De%20Chauvigny-Family-Tree-6,wikitree.com,51,0,0,0,0.0,2,39,0,0,0,0.07317073170731707,4.522012901519395,5,0.09803921568627451,0,3,0,0,0,0.0784313725490196,0.0196078431372549,2,2,0,1,7750.0,3,safe
http://www.t-puls.dk/psykoterapeut-mpf/hvordan-gar-man-i-gang.html,www.t-puls.dk,66,0,0,1,0.07692307692307693,2,46,0,0,0,0.0,4.384954066742215,9,0.13636363636363635,0,2,0,0,0,0.0,0.0,3,2,0,1,,0,malicious
http://193.39.185.214/bins/mpsl,193.39.185.214,31,0,1,2,0.14285714285714285,2,10,0,0,0,0.9166666666666666,4.0667842134731025,3,0.0967741935483871,0,3,1,0,0,0.0,0.0,2,2,0,1,,0,malicious
hotosertoma.org/,hotosertoma.org,16,0,0,0,0.0,1,1,0,0,0,0.0,3.25,1,0.0625,0,3,0,0,0,0.0,0.0,0,0,0,1,6420.0,3,safe
snarkerati.com/galleries/index.php/Brigitte-Bako,snarkerati.com,48,0,0,0,0.0,3,34,0,0,0,0.0,4.194773835029477,3,0.0625,0,3,0,0,0,0.041666666666666664,0.0,2,3,0,1,6689.0,3,safe
http://www.ruralyouthwa.org.au/index.php?option=com_jevents&task=day.listevents&year=2013&month=02&day=05&Itemid=1,www.ruralyouthwa.org.au,114,0,0,2,0.08695652173913043,1,10,73,6,6,0.10843373493975904,4.820694651898967,18,0.15789473684210525,0,2,0,0,0,0.008771929824561403,0.0,3,1,6,1,,0,malicious
http://www.inksplash.ie/index.php/Projecting-Signs,www.inksplash.ie,50,0,0,1,0.0625,2,27,0,0,0,0.0,4.321076880026372,4,0.08,0,2,0,0,0,0.04,0.0,3,2,0,1,5515.0,3,malicious
http://217.61.22.186/i686,217.61.22.186,25,0,1,2,0.15384615384615385,1,5,0,0,0,2.6,3.40307418942857,3,0.12,0,3,1,0,0,0.0,0.0,3,1,0,1,5342.0,3,malicious
http://www.xj9599.com/app/member/index2.php?uid=f554ab9b50d41d8cd98fra3&pages=six,www.xj9599.com,81,0,0,1,0.07142857142857142,3,22,37,2,2,0.3333333333333333,4.847652207321437,7,0.08641975308641975,0,3,0,0,0,0.0,0.0,6,3,2,1,353.0,2,malicious
thesilvernet.com/goaslene.html,thesilvernet.com,30,1,0,0,0.0,1,14,0,0,0,0.0,3.802910079649727,2,0.06666666666666667,0,3,0,0,0,0.0,0.0,0,1,0,1,8252.0,3,safe
atashi.wordpress.com/2006/09/10/tsubasa-chronicle-insert-song-kaze-no-machi-e/,atashi.wordpress.com,78,0,0,1,0.05,5,58,0,0,0,0.14285714285714285,4.45012734269852,9,0.11538461538461539,0,3,0,0,0,0.0,0.0,2,4,0,1,9329.0,3,safe
mostcashfast.com/autentic/wp/Rede.Atendimento.Cliente.Bradesco.com.br/Fim/,mostcashfast.com,74,1,0,0,0.0,5,58,0,0,0,0.0,4.258714056728397,6,0.08108108108108109,0,3,0,0,0,0.06756756756756757,0.0,0,4,0,0,,0,safe
https://apbfiber.com/openme/825dd3optoor.exe,apbfiber.com,44,0,0,0,0.0,2,24,0,0,0,0.12121212121212122,4.232745972022818,2,0.045454545454545456,0,3,0,1,0,0.0,0.0,4,2,0,1,2150.0,3,malicious
lymphedema.tripod.com/director.htm,lymphedema.tripod.com,34,0,0,1,0.047619047619047616,1,13,0,0,0,0.0,3.777776811456786,3,0.08823529411764706,0,3,0,0,0,0.0,0.0,0,1,0,1,11311.0,3,safe
http://www.ekn-online.de/index.php?option=com_content&view=article&id=97&Itemid=90,www.ekn-online.de,82,0,0,1,0.058823529411764705,1,10,47,4,4,0.06557377049180328,4.484580738199787,13,0.15853658536585366,0,2,0,0,0,0.012195121951219513,0.0,3,1,4,0,,0,malicious
http://frenchheroapparel.com/chase/chaseonline/,frenchheroapparel.com,47,0,0,0,0.0,3,19,0,0,0,0.0,3.857810001425415,1,0.02127659574468085,0,3,0,0,0,0.0,0.0,4,2,0,0,,0,malicious
http://www.serarte.com.br/album-de-fotos/album-de-fotos/serarte-engenharia31-34.html,www.serarte.com.br,84,0,0,2,0.1111111111111111,3,59,0,0,0,0.0625,4.411131227244099,10,0.11904761904761904,0,2,0,0,0,0.0,0.0,3,3,0,0,,0,malicious
at1ce.org/themenreihe.p?c=Figure%20skating%20stubs,at1ce.org,50,0,0,0,0.0,1,14,26,1,1,0.13157894736842105,4.433269689515108,6,0.12,0,3,0,0,0,0.02,0.04,0,1,1,1,105.0,2,safe
agents.umbc.edu/Conferences_and_workshops/index.shtml,agents.umbc.edu,53,0,0,1,0.06666666666666667,2,38,0,0,0,0.0,4.388416332682238,5,0.09433962264150944,0,3,0,0,0,0.018867924528301886,0.0,0,2,0,1,13550.0,3,malicious
http://sberbank.ru/portalserver/sb-portal-ru/ru/person/bank_inshure/pensionprogram/cofin,sberbank.ru,88,0,0,0,0.0,7,70,0,0,0,0.0,4.168477215569729,4,0.045454545454545456,0,2,0,0,0,0.0,0.0,2,7,0,1,6263.0,3,safe
http://www.bonanni.com.au/pavers/31-capper.html,www.bonanni.com.au,47,0,0,2,0.1111111111111111,2,22,0,0,0,0.05714285714285714,4.314915181326778,5,0.10638297872340426,0,2,0,0,0,0.0,0.0,5,2,0,1,,0,malicious
www.angelfire.com/ak4/FoxesDen/,www.angelfire.com,31,0,0,1,0.058823529411764705,3,14,0,0,0,0.04,4.1313003425053605,2,0.06451612903225806,0,3,0,0,0,0.06451612903225806,0.0,1,2,0,1,9834.0,3,malicious
http://www.feuerbestattung.lu/index.php/fr/pompes-funebres-brandenburger-services-incineration/incineration-au-luxembourg?tmpl=component&print=1&page=,www.feuerbestattung.lu,150,0,0,1,0.045454545454545456,4,92,28,3,3,0.007874015748031496,4.4910355827248765,15,0.1,0,2,0,0,0,0.0,0.0,4,4,3,1,,0,malicious
www.hpcalc.org/hp49/docs/faq/,www.hpcalc.org,29,0,0,1,0.07142857142857142,4,15,0,0,0,0.09523809523809523,3.9093680639438846,2,0.06896551724137931,0,3,0,0,0,0.0,0.0,1,3,0,1,9961.0,3,malicious
mylife.com/c-716602044,mylife.com,22,0,0,0,0.0,1,12,0,0,0,0.9,4.004886164091843,2,0.09090909090909091,0,3,0,0,0,0.0,0.0,2,1,0,0,,0,safe
http://www.fahrschule-niepel-hannover.de/service/faq/tags/1-oeffnungszeiten,www.fahrschule-niepel-hannover.de,75,0,0,1,0.030303030303030304,4,35,0,0,0,0.016129032258064516,4.372040277613462,5,0.06666666666666667,0,2,0,0,0,0.0,0.0,5,4,0,1,,0,malicious
facebook.com/people/Yui-Takeshita/100001611015714,facebook.com,49,0,0,0,0.0,3,37,0,0,0,0.5172413793103449,4.377379426092949,2,0.04081632653061224,0,3,0,0,0,0.04081632653061224,0.0,4,3,0,0,,0,safe
youtube.com/watch?v=GhR6uvK8S-c,youtube.com,31,0,0,0,0.0,1,6,13,1,1,0.08333333333333333,4.389364858634393,4,0.12903225806451613,0,3,0,0,0,0.12903225806451613,0.0,0,1,1,0,,0,safe
http://31.184.198.160/mips,31.184.198.160,26,0,1,2,0.14285714285714285,1,5,0,0,0,1.375,3.796217602590056,3,0.11538461538461539,0,3,1,0,0,0.0,0.0,2,1,0,1,5465.0,3,malicious
en.wikipedia.org/wiki/Wikipedia:Peer_review/Jos_LeDuc/archive1,en.wikipedia.org,62,0,0,1,0.0625,4,46,0,0,0,0.019230769230769232,4.244304883478087,4,0.06451612903225806,0,3,0,0,0,0.08064516129032258,0.0,1,4,0,1,9013.0,3,safe
http://www.tostaduriatalca.cl/index.php?option=com_content&view=article&id=33:-maniinfo&catid=26:infoprod&ml=1&mlt=system&tmpl=component&Itemid=52,www.tostaduriatalca.cl,146,0,0,1,0.045454545454545456,1,10,106,8,8,0.0625,4.618200432219196,21,0.14383561643835616,0,2,0,0,0,0.00684931506849315,0.0,5,1,8,0,,0,malicious
https://apbfiber.com/openme/36720d200d42d3_18d30d11.exe,apbfiber.com,55,0,0,0,0.0,2,35,0,0,0,0.5666666666666667,4.5406536961150685,3,0.05454545454545454,0,3,0,1,0,0.0,0.0,4,2,0,1,2150.0,3,malicious
www.northbelconnenbaptist.org.au/rp/index.php,www.northbelconnenbaptist.org.au,45,0,0,2,0.0625,2,13,0,0,0,0.0,4.127762474435138,4,0.08888888888888889,0,2,0,0,0,0.0,0.0,2,2,0,1,,0,safe
code.google.com/p/oktech-profiler/,code.google.com,34,0,0,1,0.06666666666666667,3,19,0,0,0,0.0,3.8221819586428722,3,0.08823529411764706,0,3,0,0,0,0.0,0.0,1,2,0,1,10229.0,3,malicious
http://211.137.225.2:42819/Mozi.m,211.137.225.2:42819,33,0,1,2,0.10526315789473684,1,7,0,0,0,1.6666666666666667,3.942438726128142,4,0.12121212121212122,0,7,1,0,0,0.030303030303030304,0.0,4,1,0,1,,0,malicious
http://missionpartner.dk/index.php?option=com_content&view=article&id=98:lets-pray-for-their-quick-recovery&catid=1:latest-news&Itemid=18,missionpartner.dk,137,0,0,0,0.0,1,10,102,5,5,0.04672897196261682,4.6803364079251235,19,0.1386861313868613,0,2,0,0,0,0.0072992700729927005,0.0,3,1,5,1,,0,malicious
www.eyrie.org/~eagle/faqs/racc.html,www.eyrie.org,35,0,0,1,0.07692307692307693,3,22,0,0,0,0.0,4.050013373778756,4,0.11428571428571428,0,3,0,0,0,0.0,0.0,2,3,0,1,10950.0,3,malicious
http://img2.ph.126.net/DsgwlRZrVoapyjZF32rz7w==/2735092348714560442.jpg,img2.ph.126.net,71,0,0,2,0.13333333333333333,2,49,0,0,0,0.7647058823529411,4.9310242319979105,6,0.08450704225352113,0,3,0,0,0,0.08450704225352113,0.0,4,2,0,1,10063.0,3,malicious
mylife.com/c-1979403241,mylife.com,23,0,0,0,0.0,1,13,0,0,0,1.0,4.088779347361361,2,0.08695652173913043,0,3,0,0,0,0.0,0.0,0,1,0,0,,0,safe
http://178.33.64.107/i686,178.33.64.107,25,0,1,2,0.15384615384615385,1,5,0,0,0,2.6,3.6732696895151085,3,0.12,0,3,1,0,0,0.0,0.0,3,1,0,1,,0,malicious
infoplease.com/year/1957.html,infoplease.com,29,0,0,0,0.0,2,15,0,0,0,0.19047619047619047,4.280226253673659,2,0.06896551724137931,0,3,0,0,0,0.0,0.0,0,2,0,1,10229.0,3,safe
linkedin.com/pub/dir/Kino/+/,linkedin.com,28,0,0,0,0.0,5,16,0,0,0,0.0,3.7943360657504512,2,0.07142857142857142,0,3,0,0,0,0.03571428571428571,0.0,0,4,0,1,8354.0,3,safe
http://kaempre.com/index.php?option=com_content&view=article&id=73:06042010-schokolade-kann-das-risiko-fuer-herz-kreislauf-erkrankungen-senken,kaempre.com,142,0,0,0,0.0,1,10,113,3,3,0.09174311926605505,4.743756555281756,18,0.1267605633802817,0,3,0,0,0,0.0,0.0,3,1,3,0,,0,malicious
http://kakaku.com/camera/camera-others/ranking_1098/pricedown/div-gpt-ad-k/header_text,kakaku.com,86,0,0,0,0.0,6,69,0,0,0,0.06060606060606061,4.433947022568894,7,0.08139534883720931,0,3,0,0,0,0.0,0.0,2,6,0,1,9933.0,3,safe
cs.cf.ac.uk/fun/welsh/LexiconEW.html,cs.cf.ac.uk,36,0,0,2,0.18181818181818182,3,25,0,0,0,0.0,4.204511459715549,4,0.1111111111111111,0,2,0,0,0,0.08333333333333333,0.0,0,3,0,1,10639.0,3,safe
